Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Exam_Score
22,60,5,52,61
18,71,6,81,66
21,65,6,91,67
23,64,9,72,66
19,63,6,98,69
19,84,7,56,65
19,68,6,66,65
26,74,6,62,66
23,94,5,100,73
21,77,7,65,64
12,97,7,69,67
18,80,8,92,67
25,76,7,96,68
20,90,7,97,71
24,63,8,78,64
31,64,6,83,67
26,86,5,67,68
21,79,8,80,67
17,92,6,65,70
5,97,7,87,64
19,76,6,65,63
18,84,6,94,71
22,80,4,57,64
19,99,8,79,70
18,93,4,76,70
9,96,9,63,67
14,70,9,51,62
30,71,9,98,69
19,68,10,97,62
22,98,7,56,70
26,61,8,69,66
15,99,7,73,69
22,66,9,74,65
16,93,5,65,66
25,71,7,96,69
21,74,8,95,66
22,69,8,51,65
15,83,7,83,66
24,74,9,54,63
33,86,7,80,72
14,61,7,93,62
18,63,8,82,64
21,64,7,73,61
25,77,7,98,70
17,93,6,87,67
3,96,10,62,66
28,70,6,69,66
25,83,8,88,68
10,91,10,51,67
16,72,5,53,65
29,76,8,93,70
29,81,7,52,69
26,65,10,84,68
19,61,6,66,61
20,66,6,91,65
19,85,7,92,71
27,63,6,98,66
15,68,6,55,62
15,74,10,71,61
26,63,7,79,67
20,68,6,96,66
28,96,6,63,71
16,61,8,54,62
20,86,8,60,67
14,75,6,75,64
20,87,5,84,68
11,84,7,85,67
17,69,7,54,63
11,94,6,88,70
24,80,9,83,67
24,93,8,70,71
10,76,7,79,62
28,99,6,88,75
35,91,10,63,72
20,99,5,97,73
16,81,6,57,64
37,79,6,95,73
12,90,7,87,66
20,95,8,83,69
21,99,5,54,70
28,73,6,96,70
22,92,8,65,71
17,68,6,87,64
14,82,6,94,71
18,67,7,62,63
14,74,6,96,68
20,97,7,81,71
17,66,8,83,65
11,85,7,96,66
28,84,9,76,72
17,65,8,72,65
12,73,7,82,60
19,83,7,78,67
20,67,10,53,65
10,92,6,59,64
22,99,7,51,72
14,69,6,55,62
30,67,8,86,67
23,78,10,50,67
18,90,7,65,69
16,71,7,72,65
19,61,7,97,62
24,82,5,66,69
20,98,7,89,72
19,76,10,70,63
20,77,8,55,64
16,99,9,55,67
18,88,9,72,70
7,89,6,53,64
26,83,10,79,69
22,99,4,75,72
15,88,7,85,69
31,96,4,59,75
21,88,4,80,67
14,89,8,59,67
25,72,6,86,66
22,72,9,65,64
22,91,4,81,68
17,72,7,94,66
23,83,5,74,69
18,70,7,60,65
23,93,9,94,70
9,64,10,68,57
17,93,8,87,69
30,84,5,66,70
15,67,5,65,63
16,82,7,82,66
17,71,6,58,64
13,73,8,93,65
7,74,10,69,64
19,63,6,51,62
21,99,6,65,71
20,61,5,89,64
19,86,7,93,72
20,75,7,78,64
26,86,7,65,71
19,74,8,76,68
17,87,8,92,68
18,89,7,66,68
23,88,7,69,69
28,65,7,77,67
16,86,7,94,66
21,71,6,79,65
22,61,5,60,63
14,77,7,54,62
20,77,6,55,67
11,79,8,98,65
9,88,7,91,66
22,72,7,88,66
18,73,8,75,64
21,62,5,84,67
20,87,10,56,67
14,83,4,81,61
20,74,9,91,66
13,88,7,53,66
28,81,6,65,67
12,79,5,56,64
19,80,6,63,64
14,85,7,89,67
23,86,7,67,68
18,72,9,84,64
17,66,7,89,63
25,66,7,91,68
20,86,8,94,64
23,95,7,80,70
14,76,7,64,64
12,67,7,58,59
21,90,8,75,71
18,93,6,55,67
24,95,6,96,73
20,84,8,72,66
21,94,5,94,73
10,61,7,85,62
31,64,6,93,69
19,64,8,94,66
24,89,9,53,68
15,63,6,86,65
22,80,8,61,67
12,79,7,99,64
23,72,6,89,67
18,95,7,50,66
20,67,9,96,68
24,74,7,65,68
13,91,9,71,64
16,61,7,81,63
23,87,5,96,72
33,93,7,96,75
19,97,5,78,71
24,95,7,66,71
19,73,6,64,66
32,83,10,68,71
10,63,9,59,61
21,70,7,83,65
10,64,9,76,58
5,73,6,89,62
22,95,5,55,69
21,74,8,70,65
18,82,8,62,69
19,77,6,77,68
39,78,6,73,70
18,99,8,72,72
23,72,4,66,66
16,85,8,86,68
22,77,7,74,67
19,62,8,60,61
18,80,8,77,64
31,93,6,80,74
27,64,5,51,64
21,63,9,60,64
6,66,7,62,61
18,91,7,62,71
36,89,8,62,72
19,83,6,64,68
27,79,8,63,69
29,96,8,94,74
21,91,9,66,70
15,92,9,67,69
5,93,7,63,64
24,86,8,98,71
15,78,7,77,65
21,95,7,81,71
13,97,5,87,71
18,61,7,67,66
20,62,4,98,64
22,98,7,58,70
13,71,9,73,61
27,95,8,57,71
16,76,7,90,65
10,65,7,55,59
19,63,6,78,63
20,66,6,55,64
21,70,8,73,63
28,80,5,64,70
19,88,5,95,70
19,99,8,53,72
13,78,7,82,65
25,81,7,85,71
21,81,7,94,70
17,82,10,94,66
9,81,7,99,64
29,60,7,63,64
13,60,10,64,59
16,64,7,70,65
13,88,4,68,67
11,68,5,87,62
7,96,6,50,65
24,97,8,51,73
17,99,10,86,70
38,98,6,94,75
14,71,8,89,66
14,80,10,56,65
17,67,9,97,64
21,92,6,76,70
17,96,8,87,71
24,94,8,60,68
14,77,6,77,64
12,90,8,67,67
9,64,6,99,65
7,62,7,74,62
17,90,5,88,68
18,77,4,80,66
16,100,7,55,69
27,64,7,77,68
27,94,5,77,71
18,79,8,86,68
9,93,7,66,64
17,93,8,93,66
16,97,8,81,70
16,72,9,52,60
16,98,8,85,69
16,66,7,95,65
18,63,7,84,66
16,77,10,69,64
21,93,8,80,71
22,79,7,59,66
15,93,7,80,66
28,89,6,75,68
14,68,5,51,63
10,98,10,66,66
22,62,8,60,61
15,96,5,70,70
22,72,7,62,68
6,80,9,92,65
28,77,6,85,69
24,67,6,87,67
11,74,8,68,62
11,68,8,50,61
30,68,6,61,70
16,67,6,88,65
15,80,8,80,65
6,92,5,77,66
18,83,6,64,66
19,96,7,54,69
24,85,8,89,70
12,88,6,52,63
11,87,8,53,64
23,78,9,65,65
26,88,6,79,71
11,63,10,100,61
26,94,9,55,69
20,91,7,74,69
27,70,7,80,66
20,91,6,91,72
5,61,9,84,60
19,69,7,90,62
26,63,5,76,66
15,91,4,72,69
18,90,7,81,69
19,93,7,95,71
3,60,6,78,57
30,80,5,80,72
15,88,4,67,66
23,66,6,80,66
19,86,6,81,70
28,63,8,88,67
22,67,7,79,65
19,79,9,60,63
15,86,8,79,68
25,66,8,65,63
9,67,8,54,63
24,68,5,91,68
13,70,6,53,60
28,69,10,82,67
21,76,4,99,65
24,86,7,54,68
20,78,8,61,62
9,91,4,88,65
15,89,6,55,66
24,65,10,92,67
21,62,7,50,60
27,95,6,94,74
22,63,7,53,62
14,66,6,96,61
15,61,10,93,63
21,85,6,77,66
6,83,6,89,65
30,99,5,54,72
23,95,7,57,70
27,76,7,68,71
11,75,9,77,64
27,72,5,93,70
33,66,8,77,68
12,66,7,83,61
25,65,4,84,68
20,65,6,94,64
11,70,6,89,64
23,72,10,99,71
25,98,8,51,72
16,83,7,60,66
27,100,4,97,74
10,75,4,90,65
11,78,8,63,64
21,73,8,99,69
20,67,6,93,62
16,66,7,53,62
25,98,7,91,72
23,99,7,89,73
25,62,6,61,64
19,66,8,83,65
24,77,9,99,70
17,67,6,84,66
32,75,5,91,70
15,65,6,55,63
33,78,7,86,69
20,71,8,60,64
12,74,8,54,63
28,64,8,78,66
21,77,8,88,68
25,99,7,77,97
27,73,9,97,67
22,95,7,85,71
16,94,8,56,66
26,98,7,97,72
20,92,7,58,70
24,86,7,88,69
7,94,9,57,66
23,63,7,100,69
16,79,6,67,65
30,100,6,75,75
24,91,8,73,70
21,98,6,55,70
23,91,7,75,69
14,95,7,57,68
30,88,6,90,73
32,90,5,98,74
22,81,5,90,66
30,97,6,72,74
17,93,5,50,67
15,94,8,52,67
20,87,10,75,70
23,72,6,84,67
18,61,6,91,80
23,97,6,80,70
22,83,8,99,71
14,72,8,75,64
23,66,7,80,68
25,93,5,62,68
21,93,6,67,69
27,93,7,84,72
13,86,7,80,65
23,75,7,68,64
13,72,8,56,64
13,60,5,67,58
16,93,7,52,69
14,63,7,79,61
17,85,6,66,68
19,80,6,69,66
25,81,8,79,68
18,97,5,79,70
10,61,10,79,62
27,91,8,75,71
15,62,7,74,61
20,62,7,91,64
23,77,8,73,65
21,63,6,77,63
27,92,6,99,74
23,81,9,59,68
15,61,6,86,65
33,62,7,74,66
21,85,6,92,69
19,92,7,70,69
26,78,8,65,70
21,82,10,60,70
22,92,6,94,71
35,84,5,86,72
18,69,7,54,61
18,85,6,86,68
21,85,7,52,66
26,89,8,59,70
11,85,10,80,63
8,99,6,73,68
16,68,4,92,62
10,98,7,80,69
17,82,8,98,69
23,87,6,93,72
15,64,7,67,64
11,75,7,92,63
20,91,7,93,70
25,88,8,98,69
10,62,7,51,61
25,82,8,94,70
25,64,4,53,64
26,100,6,76,76
27,96,6,71,73
33,61,5,96,67
18,94,7,70,69
21,97,6,80,72
18,74,6,85,66
20,89,8,51,70
29,78,7,80,73
12,86,5,76,68
15,74,6,80,66
28,73,8,54,67
26,77,7,53,67
18,66,9,59,62
25,93,8,93,72
22,74,6,68,65
29,76,9,72,69
20,96,9,70,69
26,80,4,86,69
36,82,7,63,69
24,98,6,53,69
20,95,7,69,70
24,67,6,86,67
18,79,6,96,69
34,99,8,53,75
21,75,5,91,66
18,75,7,53,63
15,68,5,67,64
27,65,9,51,66
25,90,7,96,72
17,91,8,85,71
23,99,7,68,70
11,91,7,69,67
21,70,7,82,65
23,62,9,54,65
30,99,6,57,73
15,74,4,92,66
12,72,6,60,62
15,96,5,86,71
12,83,8,61,66
28,69,7,54,65
29,96,8,95,75
22,100,7,95,74
27,63,7,80,65
19,76,9,78,65
18,81,7,70,65
18,97,9,88,67
11,99,9,88,67
22,70,7,91,66
20,69,7,76,67
24,63,6,90,66
21,82,9,58,65
19,61,6,52,59
15,76,6,82,69
20,63,7,55,63
24,76,5,78,65
13,62,6,86,61
21,93,9,70,68
21,68,8,52,65
16,73,6,94,61
16,95,8,52,69
21,90,10,95,72
13,69,7,53,59
22,63,9,87,63
15,89,8,96,69
26,76,7,95,67
34,91,7,95,70
15,78,8,94,67
23,74,6,76,66
16,78,4,78,68
26,90,6,81,71
12,96,4,95,69
23,62,6,92,65
15,81,4,89,66
19,61,8,84,66
14,79,5,81,67
25,95,8,96,74
15,74,8,60,66
23,97,8,60,72
18,85,4,99,69
19,97,9,78,68
21,90,8,74,71
15,64,8,93,61
21,69,10,92,65
29,76,8,59,71
15,67,5,59,59
27,80,8,90,71
29,79,5,89,72
15,98,7,61,71
11,77,6,92,61
22,91,7,74,67
17,98,5,73,67
31,95,5,99,74
20,68,6,76,66
15,80,7,57,63
13,74,6,64,63
27,76,9,67,68
17,74,8,98,65
20,93,8,63,66
26,78,6,72,67
17,81,5,87,67
20,99,7,64,70
20,62,10,85,65
24,80,7,60,68
24,91,9,62,70
19,66,9,99,66
20,84,8,68,69
18,70,7,86,65
11,95,6,92,68
22,73,7,67,65
31,73,6,68,70
15,84,7,89,65
15,67,5,80,67
15,71,6,68,64
24,77,8,87,68
23,74,6,93,70
19,81,6,62,64
14,84,6,51,67
21,83,7,64,68
11,86,4,84,67
21,72,6,96,66
25,65,8,93,66
12,90,7,61,66
11,94,8,94,67
29,70,4,91,69
16,76,6,87,65
27,80,7,84,68
19,81,8,90,67
19,86,9,93,69
23,62,8,91,64
15,89,6,56,67
21,62,6,86,67
18,79,9,92,67
12,93,6,59,67
22,78,5,61,68
18,66,7,89,65
19,99,9,67,70
13,96,6,70,68
30,91,6,69,72
25,76,6,61,67
26,67,8,97,66
18,98,7,90,68
10,81,8,63,64
32,94,9,55,75
20,74,5,69,66
16,73,6,71,67
23,99,6,50,71
27,81,7,94,68
20,66,8,93,65
28,69,6,93,67
26,79,6,90,66
14,62,8,87,60
16,79,8,82,64
26,77,7,98,69
4,91,4,86,64
19,74,9,82,66
11,99,7,89,72
17,67,7,62,60
18,84,6,98,69
18,64,6,51,62
17,89,6,82,70
13,100,4,54,65
34,93,6,93,77
31,82,5,98,71
13,79,7,70,66
29,93,5,93,74
18,97,8,67,70
21,100,5,58,69
20,76,9,64,64
16,100,8,65,69
26,66,5,82,68
21,70,7,90,63
17,64,6,60,61
12,71,8,54,61
15,91,10,61,65
10,94,9,65,65
20,91,6,64,69
13,85,7,61,69
18,81,9,73,65
28,88,8,93,72
27,76,9,55,69
20,94,8,93,71
19,87,7,75,67
31,88,7,83,72
23,81,5,91,70
18,95,6,65,68
11,70,6,98,66
22,75,6,54,68
25,91,7,76,71
16,80,7,63,63
22,96,7,70,70
18,74,8,72,65
19,75,6,96,70
5,96,8,72,65
19,79,9,85,68
26,81,8,98,69
16,73,6,75,66
20,71,8,70,62
15,86,8,99,70
22,65,8,91,65
19,95,9,97,71
14,91,8,70,68
28,68,9,85,65
26,88,7,62,70
16,84,6,93,69
23,67,9,97,66
23,71,6,63,66
24,76,10,55,67
10,88,9,60,63
26,86,7,82,70
17,81,9,64,65
18,91,8,82,70
36,90,5,68,74
22,85,6,96,69
18,91,7,73,68
7,73,7,75,64
28,95,9,67,73
12,85,7,54,66
14,93,5,75,65
18,82,6,89,66
28,69,8,98,67
25,82,4,54,67
19,75,5,90,66
22,88,6,63,69
16,79,8,91,69
21,93,7,67,68
20,87,8,56,64
26,87,7,81,70
26,69,7,95,67
23,99,6,59,68
18,94,8,51,67
24,92,5,94,73
19,73,7,85,65
14,81,9,90,69
18,65,6,53,63
21,82,5,95,68
25,66,4,71,64
19,82,8,95,68
13,86,8,53,66
20,76,6,94,65
21,80,5,84,69
21,95,7,78,69
26,64,9,53,64
26,92,5,84,74
16,67,9,80,64
16,61,4,86,63
14,67,5,86,64
24,91,7,72,71
29,76,8,60,68
18,95,9,96,72
19,81,8,96,67
29,61,9,61,64
23,89,7,82,70
23,64,6,60,65
13,92,9,93,69
24,67,9,55,65
14,74,8,100,66
13,90,8,81,67
18,98,9,51,68
16,75,8,94,65
19,93,7,84,68
11,68,8,85,63
26,92,8,64,71
27,86,8,67,71
8,68,7,96,65
26,72,8,82,65
15,65,8,51,61
25,75,7,66,68
20,68,6,80,65
20,86,9,57,66
19,100,5,55,69
27,60,6,53,65
13,82,7,82,65
24,83,4,66,70
27,97,9,69,70
24,80,7,53,67
34,82,9,87,75
17,79,10,88,65
26,71,7,91,66
19,62,9,83,67
27,76,5,89,67
20,62,8,79,62
18,82,6,75,66
28,72,8,63,66
17,81,8,53,64
12,65,7,65,60
17,97,8,84,70
24,96,8,96,72
28,68,7,63,67
21,74,10,83,67
28,85,7,74,72
12,64,9,81,63
17,74,9,50,60
18,70,4,56,65
19,97,9,61,72
21,94,9,95,70
24,83,7,52,71
17,81,8,78,66
21,97,8,96,72
20,97,9,83,73
14,99,6,74,71
19,65,9,69,64
19,66,5,81,66
19,87,4,74,69
20,82,8,85,66
20,61,9,81,63
17,62,7,78,62
28,96,4,98,98
13,95,5,92,71
16,74,8,80,66
37,96,7,77,75
14,84,9,86,68
12,92,7,90,69
24,77,6,65,68
8,65,7,83,60
19,77,9,57,64
33,78,9,72,71
11,82,7,97,69
8,64,7,66,60
11,100,8,58,70
25,70,6,57,66
27,68,8,70,68
17,81,7,61,67
24,81,7,71,70
28,78,7,86,69
31,91,7,94,75
19,81,10,56,65
6,84,6,88,65
17,61,9,69,64
18,83,8,100,66
19,95,8,53,70
27,61,5,51,63
28,76,7,67,66
19,97,8,98,71
27,74,6,51,68
22,78,8,61,68
20,99,7,80,71
25,68,6,62,63
20,63,9,53,60
32,94,9,53,73
11,95,7,78,68
17,79,8,78,70
19,81,9,85,66
23,93,6,57,72
28,90,8,75,70
20,71,6,80,68
11,61,5,61,60
25,79,6,77,68
25,94,5,85,74
8,96,8,100,68
20,98,6,80,72
10,95,5,93,69
16,83,8,92,98
15,78,8,97,68
25,91,7,86,70
21,90,8,61,69
12,82,6,65,64
25,63,6,89,65
11,97,8,76,69
22,78,9,63,67
15,75,6,83,65
18,85,6,95,70
23,87,8,68,68
23,68,8,80,65
28,93,7,79,74
20,72,9,56,65
22,67,10,55,65
17,76,8,94,68
21,89,6,97,68
23,99,8,95,74
19,92,6,70,71
9,98,9,64,67
22,66,6,97,64
22,63,7,94,61
16,82,6,91,66
12,72,7,67,61
29,93,7,82,73
23,87,8,88,70
19,99,7,79,70
13,70,7,80,63
15,79,6,88,69
28,80,7,88,72
21,70,5,62,66
17,84,9,70,68
23,78,7,89,67
15,78,9,63,65
29,75,7,96,68
28,61,4,92,68
17,81,6,95,69
16,73,7,65,66
4,60,7,55,58
11,72,8,55,60
12,71,7,78,67
21,76,6,65,65
18,65,6,63,62
12,80,6,61,65
18,88,8,78,69
23,85,8,77,70
23,92,6,71,70
9,78,9,57,63
19,81,8,96,69
12,92,6,71,64
25,77,7,56,69
25,88,8,52,70
15,77,5,58,64
15,77,5,65,65
17,90,8,82,70
6,67,6,99,60
22,74,9,64,68
18,69,10,89,61
26,74,8,96,68
13,69,8,70,61
16,83,5,63,64
11,92,5,75,66
14,91,7,95,70
13,75,5,51,65
26,100,7,74,74
16,84,6,88,66
21,76,7,80,65
18,93,7,75,69
12,89,8,78,69
19,90,7,81,69
24,68,6,84,66
13,79,5,68,63
25,94,7,76,69
15,80,4,64,65
17,87,9,99,67
23,84,8,59,66
16,94,8,58,67
20,71,6,63,65
18,83,8,96,69
21,65,6,83,65
6,88,7,73,67
9,89,6,96,66
24,62,7,95,64
26,87,5,70,70
15,77,7,78,65
19,65,5,95,65
22,77,10,66,64
24,68,7,70,64
8,77,7,90,61
15,75,8,85,65
18,90,5,52,68
24,91,6,56,70
35,84,8,92,74
19,61,7,51,60
12,97,6,96,71
22,87,8,64,70
28,61,7,80,67
21,93,8,78,68
15,68,8,70,64
26,83,6,52,67
24,79,7,60,65
14,77,4,81,66
22,96,6,72,72
26,77,7,71,69
27,63,8,55,65
20,98,8,67,71
18,97,6,76,72
27,87,6,54,70
13,79,9,53,63
23,64,7,75,66
12,92,7,78,67
26,63,8,63,67
18,63,7,66,62
28,81,7,90,72
23,66,7,93,69
13,60,6,66,61
29,77,7,68,67
29,65,4,92,66
25,66,6,99,68
15,63,8,66,62
18,68,8,89,63
21,89,9,74,70
16,92,8,63,68
30,78,8,84,71
21,80,7,73,65
4,61,6,63,59
22,63,8,55,64
18,70,7,93,67
20,82,6,94,68
18,90,6,54,95
25,84,7,83,70
27,76,9,58,68
22,65,7,82,65
18,91,7,95,70
20,75,8,63,67
20,89,8,67,69
15,81,7,90,68
23,90,7,87,72
23,96,6,70,71
29,97,9,92,75
28,81,6,96,70
16,80,9,73,66
25,71,7,52,67
14,97,7,75,70
24,78,8,87,71
17,65,6,61,64
14,77,8,55,65
22,65,7,64,64
4,80,8,51,62
9,82,6,86,64
19,74,6,57,66
20,63,4,86,64
18,98,6,62,71
11,91,6,100,68
15,94,6,77,70
22,75,7,52,66
23,90,7,89,71
20,79,8,71,68
27,68,8,80,66
22,65,8,98,66
16,74,8,76,65
18,66,7,90,64
12,100,7,65,67
19,62,8,86,65
27,78,8,55,69
24,78,5,95,69
28,72,7,60,69
18,83,4,65,68
28,66,4,98,67
19,91,6,58,68
29,73,7,63,65
20,84,6,79,69
24,89,4,99,73
29,96,8,85,76
19,93,6,56,69
21,84,8,87,69
28,76,6,71,68
19,80,6,100,70
12,91,8,81,64
33,95,6,77,73
17,64,7,78,64
21,75,7,82,65
27,91,5,87,69
16,77,8,54,62
14,73,6,57,64
22,76,5,65,64
9,84,6,74,67
18,100,8,66,69
21,80,5,61,67
18,68,8,96,65
11,67,8,52,63
30,62,7,97,66
21,82,7,95,70
29,82,7,84,70
18,68,8,52,67
15,88,6,61,65
22,90,5,99,70
19,70,7,95,66
13,74,8,98,66
29,100,8,100,72
16,75,10,53,64
9,90,7,79,70
28,78,7,92,71
17,92,7,66,66
16,91,6,72,70
9,87,6,64,64
30,94,5,52,70
12,98,4,54,67
20,83,6,51,65
25,69,7,76,68
23,76,8,81,69
20,90,6,65,68
10,86,6,91,68
15,67,9,94,64
